안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,안전표지구분,안전표지종별일련번호,주행제한속도,안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
31180-SS-01783-01,시도,,대청로,3,2,7,29.3,,경기도 하남시 신장동 547,37.5406089,127.2165806,3,311,,유턴,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01782-01,시도,,덕풍공원로,3,2,1,7.4,,경기도 하남시 덕풍동 347-14,37.5425964,127.1981593,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01781-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 561-1,37.5430493,127.2110954,2,226,,서행,2,Y,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01781-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 561-1,37.5430493,127.2110954,1,132,,횡단보도,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01780-02,시도,,덕풍천서로,3,2,3,15.7,,경기도 하남시 신장동 523-1,37.5410329,127.2163074,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01780-01,시도,,덕풍천서로,3,2,3,15.7,,경기도 하남시 신장동 523-1,37.5410329,127.2163074,4,427,,해제,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01779-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 561-1,37.5430689,127.2114661,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01779-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 561-1,37.5430689,127.2114661,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01778-01,시도,,덕풍공원로,3,1,2,7.3,,경기도 하남시 덕풍동 347-8,37.542468,127.1981617,2,218,,정차/주차금지,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01777-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 561-1,37.5430756,127.2115198,4,429,30,어린이 보호구역,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01776-01,시도,,대성로,3,1,3,12,,경기도 하남시 덕풍동 648-3,37.5361266,127.2077014,1,132,,횡단보도,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01775-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 589-2,37.5432963,127.2115006,4,427,,해제,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01775-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 589-2,37.5432963,127.2115006,4,427,,해제,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01774-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 589-3,37.5432894,127.2115798,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01774-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 589-3,37.5432894,127.2115798,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01773-02,시도,,대성로,3,2,3,12,,경기도 하남시 덕풍동 648-3,37.535999,127.2072598,4,405,,시간,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01773-01,시도,,대성로,3,2,3,12,,경기도 하남시 덕풍동 648-3,37.535999,127.2072598,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01772-04,시도,,덕풍천서로,3,2,7,29.3,,경기도 하남시 신장동 547,37.5409199,127.2165221,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01772-03,시도,,덕풍천서로,3,2,7,29.3,,경기도 하남시 신장동 547,37.5409199,127.2165221,3,324,,어린이보호(어린이보호구역안),3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01772-02,시도,,덕풍천서로,3,2,7,29.3,,경기도 하남시 신장동 547,37.5409199,127.2165221,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01772-01,시도,,덕풍천서로,3,2,7,29.3,,경기도 하남시 신장동 547,37.5409199,127.2165221,2,224,50,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01771-02,시도,,덕풍공원로,3,2,3,14.1,경기도 하남시 덕풍공원로 7-1,경기도 하남시 덕풍동 348-41,37.5425374,127.1984179,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01771-01,시도,,덕풍공원로,3,2,3,14.1,경기도 하남시 덕풍공원로 7-1,경기도 하남시 덕풍동 348-41,37.5425374,127.1984179,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01770-01,시도,,덕풍공원로,3,1,2,10.8,,경기도 하남시 덕풍동 산 38-7,37.5423887,127.1984416,1,129,,과속방지턱,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01769-02,시도,,대청로,3,2,7,31,,경기도 하남시 신장동 523-1,37.5409203,127.2162873,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01769-01,시도,,대청로,3,2,7,31,,경기도 하남시 신장동 523-1,37.5409203,127.2162873,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01768-03,시도,,대성로,3,2,3,16.9,,경기도 하남시 덕풍동 474-7,37.5354847,127.2050888,3,322,,횡단보도,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01768-02,시도,,대성로,3,2,3,16.9,,경기도 하남시 덕풍동 474-7,37.5354847,127.2050888,4,425,,거리,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01768-01,시도,,대성로,3,2,3,16.9,,경기도 하남시 덕풍동 474-7,37.5354847,127.2050888,2,224,30,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01798-04,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 375-4,37.542911,127.2090639,4,425,,거리,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01798-03,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 375-4,37.542911,127.2090639,2,224,30,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01798-02,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 375-4,37.542911,127.2090639,2,226,,서행,2,Y,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01798-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 375-4,37.542911,127.2090639,1,132,,횡단보도,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01797-02,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 574,37.5431405,127.2092003,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01797-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 574,37.5431405,127.2092003,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01796-02,시도,,대청로,3,2,7,30.2,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5409181,127.2174782,4,405,,시간,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01796-01,시도,,대청로,3,2,7,30.2,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5409181,127.2174782,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01795-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 376-5,37.5429395,127.2095251,4,425,,거리,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01795-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 376-5,37.5429395,127.2095251,2,224,30,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01794-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 376-5,37.5429415,127.2096156,2,218,,정차/주차금지,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01794-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 376-5,37.5429415,127.2096156,4,427,,해제,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01793-04,시도,,대청로,3,2,7,30.2,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5409273,127.2174019,4,416,,표지설명,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01793-03,시도,,대청로,3,2,7,30.2,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5409273,127.2174019,2,218,,정차/주차금지,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01793-02,시도,,대청로,3,2,7,30.2,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5409273,127.2174019,4,416,,표지설명,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01793-01,시도,,대청로,3,2,7,30.2,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5409273,127.2174019,2,218,,정차/주차금지,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01792-01,시도,,대성로,3,1,3,13.4,,경기도 하남시 덕풍동 511-9,37.5341856,127.2034532,3,322,,횡단보도,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01791-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 369,37.5431558,127.2094635,4,405,,시간,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01791-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 369,37.5431558,127.2094635,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01790-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 369,37.5431668,127.209588,4,425,,거리,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01790-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 369,37.5431668,127.209588,1,129,,과속방지턱,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01789-02,시도,,대성로,3,1,3,11.4,,경기도 하남시 덕풍동 510-12,37.5347229,127.2040741,4,425,,거리,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01789-01,시도,,대성로,3,1,3,11.4,,경기도 하남시 덕풍동 510-12,37.5347229,127.2040741,2,224,30,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01788-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 369,37.5431712,127.209653,4,429,,어린이 보호구역,2,Y,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01787-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 561-1,37.5429768,127.2100542,3,329,,비보호 좌회전,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01786-01,시도,,대청로,3,2,6,30.2,,경기도 하남시 신장동 554,37.5406188,127.2173359,4,425,,거리,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01785-01,시도,,신장동로,3,1,4,21,경기도 하남시 하남대로802번길 55,경기도 하남시 신장동 561,37.5429899,127.2102805,2,224,30,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01784-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 561-1,37.5430296,127.2107531,4,405,,시간,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01784-01,시도,,신장동로,3,2,4,21,,경기도 하남시 신장동 561-1,37.5430296,127.2107531,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01783-02,시도,,대청로,3,2,7,29.3,,경기도 하남시 신장동 547,37.5406089,127.2165806,4,407,,신호등화 상태,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01814-03,시도,,대청로,3,1,7,32.1,,경기도 하남시 신장동 551,37.5405061,127.2186085,2,224,50,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01814-02,시도,,대청로,3,2,7,32.1,,경기도 하남시 신장동 551,37.5405061,127.2186085,4,416,,표지설명,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01814-01,시도,,대청로,3,2,7,32.1,,경기도 하남시 신장동 551,37.5405061,127.2186085,3,315,,진행방향별 통행구분,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01813-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 370-15,37.5428696,127.2082745,4,425,,거리,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01813-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 370-15,37.5428696,127.2082745,1,129,,과속방지턱,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01812-02,시도,,신장로189번길,3,2,1,6.8,경기도 하남시 신장로189번길 20,경기도 하남시 덕풍동 348-13,37.5417239,127.1986378,3,322,,횡단보도,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01812-01,시도,,신장로189번길,3,2,1,6.8,경기도 하남시 신장로189번길 20,경기도 하남시 덕풍동 348-13,37.5417239,127.1986378,4,429,,어린이 보호구역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01811-02,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 572-1,37.5430725,127.2081902,2,226,,서행,2,Y,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01811-01,시도,,신장동로,3,1,4,21,,경기도 하남시 신장동 572-1,37.5430725,127.2081902,1,132,,횡단보도,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01810-02,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 367-20,37.5428849,127.2085575,4,405,,시간,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01810-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 367-20,37.5428849,127.2085575,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01809-02,시도,,대청로,3,1,7,32.1,,경기도 하남시 신장동 551,37.5406733,127.2183346,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01809-01,시도,,대청로,3,1,7,32.1,,경기도 하남시 신장동 551,37.5406733,127.2183346,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01808-05,시도,,신장동로,3,2,5,24,,경기도 하남시 신장동 367-20,37.5428958,127.2087187,4,407,,신호등화 상태,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01808-04,시도,,신장동로,3,2,5,24,,경기도 하남시 신장동 367-20,37.5428958,127.2087187,3,329,,비보호 좌회전,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01808-03,시도,,신장동로,3,2,5,24,,경기도 하남시 신장동 367-20,37.5428958,127.2087187,3,329,,비보호 좌회전,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01808-02,시도,,신장동로,3,2,5,24,,경기도 하남시 신장동 367-20,37.5428958,127.2087187,2,216,,유턴금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01808-01,시도,,신장동로,3,2,5,24,,경기도 하남시 신장동 367-20,37.5428958,127.2087187,4,429,,어린이 보호구역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01807-01,시도,,신장로189번길,3,1,1,6.3,,경기도 하남시 덕풍동 357-51,37.5418963,127.1992748,4,429,30,어린이 보호구역,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01806-01,시도,,대청로,3,1,7,32.1,,경기도 하남시 신장동 527,37.5408533,127.2184002,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01805-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 572-1,37.5431034,127.2084987,2,224,30,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01804-02,시도,,신장동로,3,2,5,24,,경기도 하남시 신장동 572-1,37.5431123,127.2085723,4,407,,신호등화 상태,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01804-01,시도,,신장동로,3,2,5,24,,경기도 하남시 신장동 572-1,37.5431123,127.2085723,3,329,,비보호 좌회전,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01803-01,시도,,대청로,3,2,7,32.1,,경기도 하남시 신장동 528-5,37.5405744,127.2182127,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01802-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 574,37.5431274,127.208957,4,429,30,어린이 보호구역,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01801-02,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 367-13,37.5428954,127.2089451,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01801-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 367-13,37.5428954,127.2089451,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01800-01,시도,,대청로,3,2,6,30.2,,경기도 하남시 신장동 528-5,37.5406114,127.2176499,2,218,,정차/주차금지,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01799-01,시도,,덕풍공원로,3,2,2,10.8,,경기도 하남시 덕풍동 348-40,37.5424856,127.1984107,4,427,,해제,1,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01830-01,시도,,덕풍천서로,3,1,3,17.1,,경기도 하남시 신장동 540,37.5432157,127.2162076,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01829-01,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 560,37.5433374,127.2161712,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01828-01,시도,,덕풍천서로,3,2,2,12,,경기도 하남시 신장동 598,37.5436005,127.2164153,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01827-05,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 598,37.5435555,127.2163982,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01827-04,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 598,37.5435555,127.2163982,4,423,,중량,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01827-03,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 598,37.5435555,127.2163982,3,306,,우회전,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01827-02,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 598,37.5435555,127.2163982,4,407,,신호등화 상태,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01827-01,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 598,37.5435555,127.2163982,3,329,,비보호 좌회전,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01826-02,시도,,덕풍천동로,3,2,2,10,,경기도 하남시 신장동 547,37.5432794,127.2170933,2,212,,직진금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01826-01,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 547,37.5432794,127.2170933,2,213,,우회전 금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01825-01,시도,,신장동로,3,2,5,22,,경기도 하남시 신장동 599,37.5434975,127.217323,2,214,,좌회전 금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01824-02,시도,,신장동로,3,2,4,20,,경기도 하남시 신장동 599,37.5435271,127.2171421,2,214,,좌회전 금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01824-01,시도,,덕풍천동로,3,2,4,18,,경기도 하남시 신장동 599,37.5435271,127.2171421,2,212,,직진금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01823-01,시도,,덕풍공원로,3,1,2,11.5,,경기도 하남시 덕풍동 360-21,37.5411996,127.1983352,2,226,,서행,1,Y,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01822-01,시도,,덕풍천동로,3,1,2,14.5,,경기도 하남시 신장동 600-1,37.5443467,127.2173255,2,224,30,최고속도제한,2,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01821-01,시도,,덕풍공원로,3,2,2,11.8,,경기도 하남시 덕풍동 348-4,37.5414088,127.1984814,3,322,,횡단보도,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01820-02,시도,,덕풍천동로,3,1,2,14.5,,경기도 하남시 신장동 599,37.5449798,127.217251,4,405,,시간,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01820-01,시도,,덕풍천동로,3,1,2,14.5,,경기도 하남시 신장동 599,37.5449798,127.217251,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01819-02,시도,,덕풍천동로,3,1,2,14.5,,경기도 하남시 신장동 599,37.5453919,127.2172833,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01819-01,시도,,덕풍천동로,3,1,2,14.5,,경기도 하남시 신장동 599,37.5453919,127.2172833,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01818-02,시도,,대청로,3,2,8,32.1,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5407896,127.2187621,4,405,,시간,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01818-01,시도,,대청로,3,2,8,32.1,경기도 하남시 대청로59번길 15,경기도 하남시 신장동 527,37.5407896,127.2187621,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01817-02,시도,,신장동로,3,1,5,26.5,,경기도 하남시 신장동 621,37.5430305,127.2077177,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01817-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 621,37.5430305,127.2077177,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01816-03,시도,,덕풍공원로,3,1,2,11.8,,경기도 하남시 덕풍동 360-21,37.5414338,127.1983372,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01816-02,시도,,덕풍공원로,3,1,2,11.8,,경기도 하남시 덕풍동 360-21,37.5414338,127.1983372,2,224,30,최고속도제한,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01816-01,시도,,덕풍공원로,3,1,2,11.8,,경기도 하남시 덕풍동 360-21,37.5414338,127.1983372,4,415,,통행주의,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01815-02,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 621,37.5428522,127.207935,4,428,,견인지역,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01815-01,시도,,신장동로,3,1,5,24,,경기도 하남시 신장동 621,37.5428522,127.207935,2,218,,정차/주차금지,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
31180-SS-01814-04,시도,,대청로,3,2,7,32.1,,경기도 하남시 신장동 551,37.5405061,127.2186085,3,322,,횡단보도,3,N,2022-12-12,경기도 하남시청,031-790-6114,2022-12-12,4040000,경기도 하남시
